flow_cell_id,experiment_id,kit,barcode,alias
AVP114,PL12-13,SQK-16S114-24,barcode06,HDZ-235-S282
AVP114,PL12-13,SQK-16S114-24,barcode05,HDZ-234-S281
AVP114,PL12-13,SQK-16S114-24,barcode07,HDZ-236-S283
AVP114,PL12-13,SQK-16S114-24,barcode04,HDZ-233-S280
AVP114,PL12-13,SQK-16S114-24,barcode03,HDZ-232-S279
AVP114,PL12-13,SQK-16S114-24,barcode02,HDZ-231-S278
AVP114,PL12-13,SQK-16S114-24,barcode01,HDZ-230-S277
AVP114,PL12-13,SQK-16S114-24,barcode11,HDZ-377-S287
AVP114,PL12-13,SQK-16S114-24,barcode10,HDZ-376-S286
AVP114,PL12-13,SQK-16S114-24,barcode09,HDZ-375-S285
AVP114,PL12-13,SQK-16S114-24,barcode12,HDZ-378-S288
AVP114,PL12-13,SQK-16S114-24,barcode13,HDZ-379-S289
AVP114,PL12-13,SQK-16S114-24,barcode08,HDZ-374-S284
AVP114,PL12-13,SQK-16S114-24,barcode14,HDZ-380-S290
AVP114,PL12-13,SQK-16S114-24,barcode23,HDZ-449-S299
AVP114,PL12-13,SQK-16S114-24,barcode22,HDZ-448-S298
AVP114,PL12-13,SQK-16S114-24,barcode17,HDZ-440-S293
AVP114,PL12-13,SQK-16S114-24,barcode20,HDZ-444-S296
AVP114,PL12-13,SQK-16S114-24,barcode16,HDZ-430-S292
AVP114,PL12-13,SQK-16S114-24,barcode18,HDZ-442-S294
AVP114,PL12-13,SQK-16S114-24,barcode19,HDZ-443-S295
AVP114,PL12-13,SQK-16S114-24,barcode21,HDZ-445-S297
AVP114,PL12-13,SQK-16S114-24,barcode15,HDZ-422-S291
