"","korra21","korra29","korra44","korra48","korra58"
"korra21",0,0.239076664663933,0.447153427032679,0.0895674543873865,0.321485454073709
"korra29",0.239076664663933,0,0.583834896127403,0.297692513230666,0.297679016664206
"korra44",0.447153427032679,0.583834896127403,0,0.385765082423545,0.301040119462854
"korra48",0.0895674543873865,0.297692513230666,0.385765082423545,0,0.309416774362941
"korra58",0.321485454073709,0.297679016664206,0.301040119462854,0.309416774362941,0
