"Taxa"	"W1"	"W2"	"W4"	"W6"	"W7"	"W9"	"W10"	"W33"	"W42"	"W43"	"W52"	"W54"	"W57"	"W60"	"W63"	"W68"	"W73"	"W83"	"W84"	"W85"	"W87"	"W93"	"W94"	"W95"	"W96"	"W97"	"W100"	"W101"	"W104"	"W107"	"W108"	"W109"	"W111"	"W112"	"W114"	"W120"	"W121"	"W122"	"W123"	"W126"	"W127"	"W139"	"W140"	"W144"	"W150"	"W152"	"W153"	"W154"	"W164"	"W170"	"W181"	"W185"	"W187"	"W188"	"W189"	"W197"	"W221"	"W227"	"W228"	"W247"	"W251"	"W262"	"W265"	"W269"	"W280"	"W282"	"W318"
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae"	0.417	0.436714285714286	0.317857142857143	0.443714285714286	0.385285714285714	0.420285714285714	0.391428571428571	0.266285714285714	0.217142857142857	0.485142857142857	0.386714285714286	0.44	0.513571428571429	0.369428571428571	0.543142857142857	0.307571428571429	0.426428571428571	0.200714285714286	0.428285714285714	0.123857142857143	0.366714285714286	0.211714285714286	0.288714285714286	0.298	0.410142857142857	0.389428571428571	0.430571428571429	0.327571428571429	0.408571428571429	0.284571428571429	0.401428571428571	0.261571428571429	0.341857142857143	0.326	0.133571428571429	0.322714285714286	0.0824285714285714	0.384428571428571	0.267285714285714	0.184857142857143	0.185142857142857	0.294142857142857	0.294428571428571	0.483	0.400571428571429	0.298714285714286	0.207428571428571	0.318571428571429	0.205571428571429	0.0442857142857143	0.33	0.367285714285714	0.302	0.158714285714286	0.337714285714286	0.419	0.500142857142857	0.371571428571429	0.403	0.067	0.026	0.470714285714286	0.491571428571429	0.739	0.545142857142857	0.379	0.370571428571429
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae"	0.159142857142857	0.125428571428571	0.216142857142857	0.364571428571429	0.138	0.139285714285714	0.0772857142857143	0.289	0.142571428571429	0.170142857142857	0.240142857142857	0.234857142857143	0.232571428571429	0.0838571428571429	0.158	0.123142857142857	0.222285714285714	0.172571428571429	0.253857142857143	0.155142857142857	0.213857142857143	0.0714285714285714	0.333428571428571	0.494428571428571	0.193	0.200571428571429	0.218142857142857	0.237428571428571	0.292714285714286	0.289714285714286	0.264285714285714	0.245857142857143	0.134	0.197714285714286	0.154857142857143	0.304	0.088	0.261	0.193428571428571	0.131142857142857	0.148428571428571	0.262285714285714	0.125142857142857	0.0642857142857143	0.136142857142857	0.052	0.0341428571428571	0.154428571428571	0.241571428571429	0.003	0.149142857142857	0.0461428571428571	0.161142857142857	0.166571428571429	0.300285714285714	0.129285714285714	0.156142857142857	0.179285714285714	0.119571428571429	0.0287142857142857	0.0114285714285714	0.0934285714285714	0.0542857142857143	0.0237142857142857	0.155	0.117285714285714	0.204857142857143
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae"	0.113714285714286	0.168714285714286	0.168142857142857	0.0798571428571429	0.109	0.135857142857143	0.0872857142857143	0.142714285714286	0.264285714285714	0.116142857142857	0.166428571428571	0.114857142857143	0.111857142857143	0.166714285714286	0.0958571428571429	0.123857142857143	0.149428571428571	0.259714285714286	0.127857142857143	0.378571428571429	0.240142857142857	0.180142857142857	0.187	0.118142857142857	0.200571428571429	0.201285714285714	0.169428571428571	0.220428571428571	0.0644285714285714	0.132142857142857	0.156142857142857	0.203428571428571	0.255571428571429	0.220142857142857	0.278285714285714	0.195714285714286	0.183571428571429	0.154857142857143	0.163	0.114142857142857	0.0451428571428571	0.189571428571429	0.214714285714286	0.13	0.0907142857142857	0.0708571428571429	0.0728571428571429	0.212714285714286	0.241428571428571	0.0238571428571429	0.0605714285714286	0.0735714285714286	0.107142857142857	0.173285714285714	0.108714285714286	0.102	0.102571428571429	0.184428571428571	0.147857142857143	0.0238571428571429	0.00671428571428571	0.0791428571428571	0.0721428571428571	0.0534285714285714	0.106428571428571	0.201571428571429	0.172857142857143
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae"	0.109142857142857	0.0887142857142857	0.0947142857142857	0.0432857142857143	0.224857142857143	0.103714285714286	0.168714285714286	0.0874285714285714	0.0894285714285714	0.0805714285714286	0.077	0.093	0.0498571428571429	0.106142857142857	0.0605714285714286	0.131857142857143	0.0568571428571429	0.095	0.0584285714285714	0.109714285714286	0.0522857142857143	0.118428571428571	0.0467142857142857	0.0335714285714286	0.0612857142857143	0.0497142857142857	0.0555714285714286	0.0567142857142857	0.0968571428571429	0.0655714285714286	0.0437142857142857	0.112	0.0708571428571429	0.078	0.107142857142857	0.0362857142857143	0.136285714285714	0.0678571428571429	0.0922857142857143	0.136	0.0495714285714286	0.0994285714285714	0.117285714285714	0.168428571428571	0.148	0.259142857142857	0.350142857142857	0.0535714285714286	0.0627142857142857	0.306857142857143	0.163857142857143	0.187	0.147285714285714	0.0658571428571429	0.088	0.106714285714286	0.109571428571429	0.084	0.130571428571429	0.0144285714285714	0.0151428571428571	0.163	0.121571428571429	0.08	0.0861428571428571	0.128428571428571	0.0558571428571429
"k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae"	0.0412857142857143	0.028	0.044	0.0324285714285714	0.0274285714285714	0.023	0.0398571428571429	0.0605714285714286	0.0725714285714286	0.0475714285714286	0.0465714285714286	0.0372857142857143	0.0371428571428571	0.0695714285714286	0.0384285714285714	0.09	0.0537142857142857	0.0758571428571429	0.0451428571428571	0.0287142857142857	0.0228571428571429	0.0357142857142857	0.021	0.00942857142857143	0.029	0.0345714285714286	0.023	0.0438571428571429	0.0337142857142857	0.0968571428571429	0.0368571428571429	0.0501428571428571	0.059	0.066	0.0761428571428571	0.0572857142857143	0.063	0.0365714285714286	0.112714285714286	0.0438571428571429	0.0368571428571429	0.023	0.0152857142857143	0.0272857142857143	0.0542857142857143	0.052	0.0184285714285714	0.0392857142857143	0.0508571428571429	0.032	0.0207142857142857	0.043	0.0112857142857143	0.0207142857142857	0.0138571428571429	0.0337142857142857	0.0427142857142857	0.023	0.032	0.00714285714285714	0.008	0.0467142857142857	0.0191428571428571	0.0482857142857143	0.0257142857142857	0.0247142857142857	0.0311428571428571
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae"	0.00385714285714286	0.0261428571428571	0.000571428571428571	0.00328571428571429	0.000142857142857143	0.000142857142857143	0.00142857142857143	0.00142857142857143	0.003	0.0147142857142857	0.000571428571428571	0.00228571428571429	0.005	0.0212857142857143	0.000142857142857143	0.000285714285714286	0.000285714285714286	0.005	0.000142857142857143	0.0131428571428571	0.00557142857142857	0.0751428571428571	0.0165714285714286	0.000142857142857143	0.00128571428571429	0.005	0.00514285714285714	0.00157142857142857	0.00185714285714286	0.000714285714285714	0.000285714285714286	0.000142857142857143	0.0167142857142857	0.003	0.00128571428571429	0.00314285714285714	0.123714285714286	0.000142857142857143	0.001	0.0112857142857143	0.233142857142857	0.00485714285714286	0.000857142857142857	0.000285714285714286	0.00385714285714286	0.00371428571428571	0.00157142857142857	0.00271428571428571	0.00428571428571429	0.003	0.000142857142857143	0.000571428571428571	0.00328571428571429	0.0254285714285714	0.000857142857142857	0.00771428571428571	0.000571428571428571	0.00357142857142857	0.00242857142857143	0.613428571428571	0.504428571428571	0.00171428571428571	0.0808571428571429	0.00128571428571429	0.00471428571428571	0.012	0.0142857142857143
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae"	0.0482857142857143	0.0594285714285714	0.0645714285714286	0.00371428571428571	0.0281428571428571	0.0344285714285714	0.0438571428571429	0.0178571428571429	0.0194285714285714	0.0204285714285714	0.0221428571428571	0.0105714285714286	0.012	0.0664285714285714	0.0172857142857143	0.0695714285714286	0.0224285714285714	0.0181428571428571	0.0141428571428571	0.0191428571428571	0.0265714285714286	0.0721428571428571	0.0268571428571429	0.0117142857142857	0.0354285714285714	0.0412857142857143	0.029	0.0337142857142857	0.0235714285714286	0.0315714285714286	0.0484285714285714	0.0338571428571429	0.00557142857142857	0.0175714285714286	0.015	0.02	0.0217142857142857	0.0158571428571429	0.0374285714285714	0.0151428571428571	0.0137142857142857	0.00885714285714286	0.041	0.025	0.0217142857142857	0.0281428571428571	0.0215714285714286	0.007	0.0332857142857143	0.0285714285714286	0.0442857142857143	0.0537142857142857	0.0328571428571429	0.0191428571428571	0.022	0.0178571428571429	0.0308571428571429	0.051	0.033	0.005	0.00114285714285714	0.0395714285714286	0.0168571428571429	0.0157142857142857	0.0207142857142857	0.024	0.0364285714285714
"k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae"	0.0378571428571429	0.0135714285714286	0.0225714285714286	0.00614285714285714	0.0142857142857143	0.0264285714285714	0.0261428571428571	0.0355714285714286	0.057	0.024	0.0357142857142857	0.0252857142857143	0.0182857142857143	0.0495714285714286	0.036	0.0948571428571429	0.0181428571428571	0.0335714285714286	0.0405714285714286	0.017	0.0144285714285714	0.012	0.0185714285714286	0.0107142857142857	0.0135714285714286	0.0124285714285714	0.0182857142857143	0.0231428571428571	0.0324285714285714	0.0648571428571429	0.0157142857142857	0.0387142857142857	0.0348571428571429	0.0427142857142857	0.0645714285714286	0.0375714285714286	0.026	0.0225714285714286	0.083	0.0291428571428571	0.0347142857142857	0.00914285714285714	0.0237142857142857	0.0194285714285714	0.0294285714285714	0.0405714285714286	0.0138571428571429	0.033	0.0247142857142857	0.016	0.0317142857142857	0.0217142857142857	0.00885714285714286	0.0201428571428571	0.0134285714285714	0.0332857142857143	0.00942857142857143	0.0124285714285714	0.0247142857142857	0.00328571428571429	0.00257142857142857	0.021	0.00885714285714286	0.00428571428571429	0.00914285714285714	0.008	0.00842857142857143
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae"	0.013	0.0154285714285714	0.0182857142857143	0.000428571428571429	0.00885714285714286	0.00885714285714286	0.028	0.0144285714285714	0.0208571428571429	0.00342857142857143	0.00342857142857143	0.00442857142857143	0.00142857142857143	0.0188571428571429	0.00442857142857143	0.0125714285714286	0.00285714285714286	0.025	0.00214285714285714	0.0141428571428571	0.00157142857142857	0.0511428571428571	0.005	0.000714285714285714	0.00471428571428571	0.00685714285714286	0.00485714285714286	0.00428571428571429	0.006	0.00485714285714286	0.00457142857142857	0.00685714285714286	0.00471428571428571	0.00728571428571429	0.0191428571428571	0.003	0.0357142857142857	0.00542857142857143	0.00414285714285714	0.00742857142857143	0.003	0.00585714285714286	0.00885714285714286	0.00742857142857143	0.00771428571428571	0.028	0.0665714285714286	0.0242857142857143	0.0177142857142857	0.302571428571429	0.0341428571428571	0.0335714285714286	0.0245714285714286	0.0368571428571429	0.005	0.0182857142857143	0.005	0.0122857142857143	0.00957142857142857	0.000428571428571429	0.000428571428571429	0.00928571428571429	0.00428571428571429	0.00114285714285714	0.00285714285714286	0.0157142857142857	0.012
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae"	0.006	0.01	0.0161428571428571	0.001	0.0195714285714286	0.0102857142857143	0.0574285714285714	0.00328571428571429	0.0102857142857143	0.000428571428571429	0.00214285714285714	0.002	0.000428571428571429	0.00385714285714286	0.00271428571428571	0.005	0.00642857142857143	0.00371428571428571	0.00357142857142857	0.00314285714285714	0.0195714285714286	0.0207142857142857	0.0198571428571429	0.00557142857142857	0.0135714285714286	0.0124285714285714	0.0122857142857143	0.0151428571428571	0.00571428571428571	0.00871428571428571	0.009	0.0185714285714286	0.00628571428571429	0.0157142857142857	0.0165714285714286	0.00642857142857143	0.0241428571428571	0.0118571428571429	0.0121428571428571	0.0147142857142857	0.00842857142857143	0.00842857142857143	0.0435714285714286	0.0235714285714286	0.0261428571428571	0.0325714285714286	0.0414285714285714	0.0117142857142857	0.0131428571428571	0.026	0.0415714285714286	0.0467142857142857	0.0588571428571429	0.0472857142857143	0.0147142857142857	0.0181428571428571	0.0152857142857143	0.0285714285714286	0.0187142857142857	0.00171428571428571	0.000857142857142857	0.0164285714285714	0.011	0.00157142857142857	0.00885714285714286	0.031	0.00871428571428571
