"","ginger14","ginger27","ginger43","ginger46","ginger49","ginger50","ginger52","ginger55","ginger66"
"ginger14",0,0.676745084057559,0.831191596998159,0.694946394108036,0.659148355939445,0.65670590285768,0.709047810106165,0.624484686281665,0.812889964634306
"ginger27",0.676745084057559,0,0.815231047856102,0.635875348373449,0.671203385837986,0.588253931905899,0.541175124207408,0.720574869515646,0.792355455358176
"ginger43",0.831191596998159,0.815231047856102,0,0.744205549435981,0.80091215849205,0.80588664278227,0.800367701784323,0.797624416130759,0.506851891653621
"ginger46",0.694946394108036,0.635875348373449,0.744205549435981,0,0.648934896951953,0.57059800475209,0.593673240288713,0.607701595816896,0.764474394791537
"ginger49",0.659148355939445,0.671203385837986,0.80091215849205,0.648934896951953,0,0.560307553441044,0.615016761543476,0.608161219752813,0.807843930767474
"ginger50",0.65670590285768,0.588253931905899,0.80588664278227,0.57059800475209,0.560307553441044,0,0.520585025346622,0.639931324355198,0.792617944882784
"ginger52",0.709047810106165,0.541175124207408,0.800367701784323,0.593673240288713,0.615016761543476,0.520585025346622,0,0.697444450021425,0.776531370826545
"ginger55",0.624484686281665,0.720574869515646,0.797624416130759,0.607701595816896,0.608161219752813,0.639931324355198,0.697444450021425,0,0.792018981742243
"ginger66",0.812889964634306,0.792355455358176,0.506851891653621,0.764474394791537,0.807843930767474,0.792617944882784,0.776531370826545,0.792018981742243,0
