"ID"	"warble_1"	"warble_2"	"warble_3"	"warble_4"	"warble_6"	"warble_7"	"warble_9"	"warble_10"	"warble_12"	"warble_14"	"warble_15"	"warble_20"	"warble_33"	"warble_42"	"warble_43"	"warble_45"	"warble_49"	"warble_50"	"warble_52"	"warble_53"	"warble_54"	"warble_57"	"warble_58"	"warble_60"	"warble_63"	"warble_68"	"warble_69"	"warble_73"	"warble_80"	"warble_83"	"warble_84"	"warble_85"	"warble_87"	"warble_88"	"warble_89"	"warble_90"	"warble_93"	"warble_94"	"warble_95"	"warble_96"	"warble_97"	"warble_100"	"warble_101"	"warble_103"	"warble_104"	"warble_106"	"warble_107"	"warble_108"	"warble_109"	"warble_110"	"warble_111"	"warble_112"	"warble_114"	"warble_117"	"warble_118"	"warble_119"	"warble_120"	"warble_121"	"warble_122"	"warble_123"	"warble_125"	"warble_126"	"warble_127"	"warble_135"	"warble_136"	"warble_137"	"warble_139"	"warble_140"	"warble_141"	"warble_144"	"warble_145"	"warble_147"	"warble_148"	"warble_149"	"warble_150"	"warble_151"	"warble_152"	"warble_153"	"warble_154"	"warble_157"	"warble_158"	"warble_159"	"warble_161"	"warble_162"	"warble_164"	"warble_170"	"warble_173"	"warble_178"	"warble_180"	"warble_181"	"warble_185"	"warble_187"	"warble_188"	"warble_189"	"warble_191"	"warble_192"	"warble_197"	"warble_200"	"warble_202"	"warble_221"	"warble_222"	"warble_224"	"warble_225"	"warble_227"	"warble_228"	"warble_229"	"warble_230"	"warble_232"	"warble_234"	"warble_236"	"warble_240"	"warble_243"	"warble_245"	"warble_247"	"warble_250"	"warble_251"	"warble_257"	"warble_262"	"warble_263"	"warble_265"	"warble_269"	"warble_272"	"warble_280"	"warble_282"	"warble_283"	"warble_286"	"warble_292"	"warble_293"	"warble_296"	"warble_307"	"warble_308"	"warble_310"	"warble_315"	"warble_318"	"warble_319"	"warble_324"	"warble_325"	"warble_326"
"njc11"	0.02	0.49	0.04	0.02	0.04	0	0.02	0.07	0.04	0	0.09	0.02	0.07	0.11	0.18	0.09	0.29	0.02	0.07	0.09	0.02	0	0.04	0.02	0	0.13	0.11	0.04	0.07	0.2	0	0.27	0.02	0	0.02	0.09	0.18	0.11	0.02	0.02	0.02	0.09	0.02	0.09	0.09	0.04	0.02	0.02	0.04	0.09	0.09	0.02	0.04	0.04	0.04	0	0	0.31	0.04	0.04	0.16	0.09	0.89	0.07	0.22	0.16	0.18	0.02	0.04	0.07	0.07	0.07	0	0.22	0.09	0.11	0.07	0.2	0.02	0.02	0.04	0.07	0.04	0.47	0.04	0.56	0.27	0.27	0.02	0.13	0.07	0.04	0.07	0	0.04	2.47	0.09	0.11	0.02	0.04	0.13	0.07	0.02	0.04	0.18	0.02	0.02	0.11	0.07	0.09	0	0.47	0.24	0.02	0.04	0.72	0.27	0.2	0.18	0.09	0.04	0.07	0	0.42	0.11	0.13	0.02	0.04	0	0.36	0.04	0.09	0.04	0	0.04	0.13	0.13	0.13
"njc12"	23.55	23.6	14.44	32.35	37.54	19.74	19.78	15.86	11.73	34.49	16.06	24.72	34.83	24.14	21.24	13.12	17.36	23.93	27.98	25.18	26.52	26.41	17.32	19.96	19.76	21.87	22.25	26.44	35.14	23.58	27.65	23.05	27.33	31.87	25.09	35.6	24.81	39.27	51.8	26.78	28.33	27.6	30.98	27.62	33.3	34.73	34.89	33.36	31.58	29.23	18.51	23.89	22.83	27.3	34.64	21.69	33.87	23.46	30.07	25.16	23.23	17.95	21.03	11.83	11.81	8.49	30.07	20.41	25.29	11.48	13.59	22.04	15.05	19.29	17.93	15.68	11.78	14.32	21.87	23.29	27.89	33.91	33.43	38.42	37.77	33.03	22.09	12.18	17.8	23.51	14.6	23.12	24.72	34.32	7.73	31.88	17.08	19.28	33.98	20.52	11	17.35	8.57	27.19	18.74	23.78	11.43	22.81	24.96	31.26	4.88	15.34	8.05	4.2	18.37	3.36	19.2	15.72	17.73	10.18	4.94	16.61	18.84	18.2	15.21	14.92	22.51	27.29	37.62	20.1	18.51	13.55	22.7	28.3	10.09	41.72	28.07	22.45
"njc13"	0.09	0.67	0.07	0	0.02	0	0.02	0.13	0.02	0.02	0.02	0.02	0	0.02	0	0	0.04	0.04	0.02	0	0.11	0.02	0	0.02	0.02	0	0	0	0	0.02	0	0.02	0.02	0.07	0	0.02	0.07	0.13	0	0.04	0.02	0.07	0.04	0	0	0	0	0	0	0.02	0.07	0	0.02	0	0	0	0	0	0	0	0	0.11	0.07	0.04	0.07	0	0	0.02	0.07	0.02	0.31	0	0.04	0.02	0.02	0	0.02	0.09	0.02	0.02	0.02	0	0	0.11	0	0.04	0	0	0	0.09	0.09	0.13	0.04	0	0	0.02	0.18	0.07	0.07	0	0.53	0.02	0.02	0.02	0.31	0.09	0	0.02	0.09	0.04	0.09	0.34	0.07	0	0.44	0	0.04	0.02	0	0.07	0.09	0.07	0.02	0.02	0.2	0	0	0	0.04	0	0.02	0	0.02	0.27	0.02	0.09	0.02	0.04
"njc14"	0.02	0	0.02	0	0	0.04	0.02	0.07	0.02	0	0	0	0	0	0.04	0	0.04	0	0	0	0.02	0	0.02	0.07	0.02	0	0	0	0.02	0	0.04	0	0	0	0.02	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0.16	0.13	0.58	0	0.09	0.02	0.02	0.02	0.16	0	0	0.04	0.11	0.13	0.11	0	0.02	0.07	0.02	0	0	0	0.47	0.13	0.58	0.16	0.07	0.11	0.07	0.04	0.02	0.07	0	0.02	0.22	0	0	0.02	0.02	0	0	0	0.02	0.07	0	0	0	0.02	0.13	0.27	0	0.02	0.05	0.04	0	0.07	0	0.02	0.02	0	0.02	0.27	0.02	0.02	0	0	0	0.09	0	0.2	0.02	0.02	0.24	0.11	0.09
"njc15"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.38	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27	0.04	0	0	0	0	0	0.02	0	0	0	0.02	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"njc16"	0.93	1.73	1.38	1.45	0.18	0.96	0.73	1.22	0.49	0.2	0.04	0.11	0.27	0.51	0.53	0.31	1.6	0.68	0.2	0.33	0.29	0.04	0.49	1.62	0.31	0.69	0.67	0.2	0.45	0.42	0.11	0.71	0.22	0.13	0.36	0.18	3.32	0.44	0.07	0.22	0.29	0.31	0.31	0.27	0.36	0.18	0.13	0.22	0.36	0.27	0.82	0.42	0.27	0.2	0.29	0.27	0.09	6.63	0.18	0.16	0.24	0.23	3.67	1.72	0.74	3.65	0.51	0.51	0.96	0.4	0.94	5.15	0.07	1.8	0.36	0.71	0.89	1.07	0.22	2.03	1	0.69	0.27	0.81	0.91	3.75	2.29	2.41	0.31	1.6	1.6	0.53	2.03	0.22	0.94	37.76	0.36	0.98	1.38	0.18	0.76	0.4	1.97	0.29	0.51	2.09	1.31	3.37	0.38	0.69	3.87	2.35	1.85	0.47	0.51	2.39	12.94	0.62	0.76	1.83	0.16	0.16	0.24	1.11	0.58	1.36	0.4	0.45	0.04	0.96	0.82	0.29	0.8	0.51	0.02	0.31	1.72	1
"njc17"	0	0.49	0	0	0	0	0	0	0	0	0.02	0	0	0	0.16	0	0.11	0	0.04	0.02	0	0	0	0	0	0	0	0	0.04	0.07	0	0.18	0.02	0	0	0	0.16	0.09	0	0	0.02	0.07	0.02	0.07	0.04	0	0	0	0	0.04	0.02	0	0	0.02	0.02	0	0	0.29	0	0	0.07	0.07	0.89	0	0	0	0.07	0	0	0.02	0.07	0	0	0.16	0.02	0	0.02	0.02	0	0	0	0.02	0	0.45	0	0	0	0	0	0	0	0	0.02	0	0	2.69	0	0.02	0	0	0.04	0.02	0	0	0.07	0.02	0.02	0.02	0.02	0.04	0.07	0.45	0.02	0.02	0	0.7	0.13	0	0.09	0.04	0.02	0	0	0.33	0.02	0	0	0	0	0.27	0	0.02	0.02	0	0	0.13	0	0
"njc18"	0.02	0	0.02	0	0	0	0.02	0.02	0.04	0	0.02	0	0	0	0	0.02	0	0.01	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0.02	0	0.02	0	0.02	0.02	0	0.02	0	0.02	0.02	0.02	0	0.02	0.02	0.02	0	0	0.02	0	0	0	0	0.02	0.04	0.02	0.02	0.02	0.02	0	0.13	0.09	0	0.02	0	0.02	0	0.02	0	0.04	0.04	0.07	0.02	0.09	0	0	0.02	0.04	0.02	0	0.02	0.02	0	0.13	0.02	0.07	0.04	0.02	0	0	0.02	0	0	0	0.02	0	0.02	0	0	0	0.04	0	0	0.04	0	0.02	0	0.02	0.04	0	0.02	0.02	0	0.07	0.02	0	0	0.02	0	0.02	0	0.04	0	0	0	0.02	0.02	0	0	0	0.02	0	0.04	0.02
"njc19"	0.36	0.09	0.51	0.62	0	0.16	0.24	0.24	0.16	0.02	0	0	0	0	0.11	0.07	0.89	0.19	0.07	0	0.04	0	0	0.29	0.09	0.2	0.11	0.02	0.02	0	0.02	0	0	0	0.11	0	0.93	0.02	0	0.02	0	0.07	0.13	0	0.16	0	0.02	0.02	0	0.02	0	0.29	0	0.09	0.13	0.09	0	0	0.04	0.02	0	0	0.16	0.09	0	0.11	0	0.02	0.02	0	0.02	0.31	0	0.02	0.04	0.22	0.31	0.02	0	0.45	0.09	0.02	0	0	0	0.36	0.22	0	0	0.04	0	0.02	0.11	0.02	0.16	0.02	0.04	0.09	0	0.02	0.16	0.07	0.04	0.02	0.02	1.36	0.09	0.89	0.07	0	0	0.29	1.18	0	0	0	0.02	0.18	0	0.04	0	0.02	0.02	0.09	0.16	0.24	0.02	0	0	0.2	0.53	0.02	0.26	0.04	0	0	0.04	0.42
"njc20"	5.18	6.02	3.32	7.05	0.36	2.8	3.76	4.79	3.31	1.93	0.38	1.13	1.64	1.8	2.05	2	5.04	4.01	2.18	3.36	1.04	1.18	3.31	7.2	1.73	6.89	3.27	2.11	2.76	1.8	1.31	1.76	2.47	1.51	2.38	1.11	9.57	2.73	1.13	3.64	4.07	2.94	3.4	2.76	2.42	1.91	3.18	4.71	3.45	2	0.49	2.04	1.51	3.69	3.09	2.74	1.98	2.5	1.62	3.58	0.56	1.78	1.52	2.58	1.96	1.69	0.58	4.12	5.57	2.43	3.7	12.35	0.16	5.09	2.14	3.25	3.32	2.58	0.51	7.47	7	5.5	2.24	0.72	2.76	4.11	5.88	3.3	2.85	3.97	5.7	3.32	2.48	2.09	2.38	0.02	1.98	2.46	9.08	2.98	2.49	2.78	1.19	5.18	3.19	8.86	4.63	8.81	3.62	3.16	0.07	2.68	3.76	0.47	3.25	0.11	1.58	3.89	2.83	1.7	1.4	2.55	1.91	2.36	4.25	6.41	1.62	1.4	0.27	1.74	4.81	2.92	5.73	3.54	1.13	2.4	2.34	2.91
"njc21"	0	0.49	0	0	0	0	0	0	0	0	0.02	0	0	0	0.13	0	0.11	0	0.04	0.02	0	0	0	0	0	0	0	0	0.04	0.07	0	0.18	0.02	0	0	0	0.16	0.09	0	0	0.02	0.07	0.02	0.07	0.04	0	0	0	0	0.04	0.02	0	0	0.02	0.02	0	0	0.25	0	0	0.07	0.07	0.87	0	0	0	0.07	0	0	0.02	0.07	0	0	0.16	0	0	0.02	0.02	0	0	0	0.02	0	0.45	0	0	0	0	0	0	0	0	0.02	0	0	2.47	0	0.02	0	0	0.04	0.02	0	0	0.07	0.02	0.02	0.02	0.02	0.04	0	0.45	0.02	0	0	0.7	0	0	0.09	0.04	0.02	0	0	0.33	0.02	0	0	0	0	0.25	0	0.02	0.02	0	0	0.13	0	0
"njc22"	0.02	0	0	0	0	0	0.02	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0.02	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.02	0	0	0	0.02	0.02	0	0	0.04	0.07	0	0.04	0	0	0	0	0	0	0.09	0	0.02	0	0	0	0	0	0.07	0	0.02	0	0.11	0.09	0.13	0.04	0	0.02	0	0.02	0.07	0.04	0	0	0	0.02	0	0.02	0	0	0.02	0	0.04	0	0	0	0	0.02	0	0	0.02	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0
"njc23"	0.02	0.67	0.51	0.2	0	0.53	0.13	0.33	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38	0	2.72	0	0	0	0	0	0.07	0	0	0	0.11	0.07	0	0	0.13	0.09	0.09	0	0	0	1.76	1.18	1.45	0	0.16	0.16	0	0	0	0.16	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0
"njc24"	0.09	0.67	0.07	0	0.02	0	0	0.13	0.02	0.02	0.02	0.02	0	0.02	0	0.02	0.04	0.08	0.02	0	0.11	0.02	0.02	0.02	0.02	0	0.02	0	0	0.02	0	0.02	0.02	0.02	0	0.02	0.04	0.13	0	0.04	0.02	0.02	0.04	0	0	0	0	0	0	0.02	0.07	0	0.02	0	0	0	0	0	0	0	0	0.16	0.07	0.02	0.07	0	0	0.04	0.02	0.04	0.38	0	0.04	0.02	0.02	0	0.02	0.02	0.02	0	0.02	0	0	0.11	0	0	0	0	0	0	0	0.07	0.38	0	0	0.02	0.27	0.02	0.02	0	0.56	0.02	0	0.04	0.29	0.11	0	0	0.18	0	0.09	0.63	0.11	0	0.44	0	0.04	0.02	0.13	0.07	0.11	0.18	0.04	0.22	0.24	0	0	0	0.04	0	0.04	0	0.16	0.36	0.04	0.4	0.04	0.09
"njc25"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0.02	0	0	0.13	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0
"njc26"	0	0.02	0.02	0	0	0.02	0	0	0	0	0	0	0	0	0.02	0.02	0	0	0	0	0.02	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0.02	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0.16	0	0	0.11	0.02	0	0.02	0.02	0	0	0	0	0	0	0	0	0	0.02	0	0.02	0	0	0.02	0	0	0	0	0	0	0	0.04	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0.04	0.02	0	0	0	0	0	0.22	0.01	0	0	0	0	0.02
"njc27"	0.4	0.2	0.58	0.76	0	0.16	0.33	0.4	0.2	0.02	0	0.02	0.02	0.02	0.11	0.11	0.96	0.37	0.07	0.04	0.07	0	0.22	0.62	0.13	0.24	0.13	0.04	0.07	0.02	0.02	0.02	0	0	0.11	0	1.96	0.09	0.02	0.09	0.02	0.11	0.13	0	0.18	0.07	0.02	0.02	0	0.04	0.02	0.33	0.07	0.11	0.13	0.09	0	0.29	0.09	0.04	0	0	0.16	0.99	0.31	0.38	0	0.2	0.18	0.04	0.25	3.08	0	1.27	0.09	0.36	0.6	0.47	0	0.96	0.2	0.11	0.07	0	0.02	1.3	0.31	0.29	0.04	0.42	0.4	0.11	0.33	0.04	0.25	0.02	0.16	0.31	0.2	0.02	0.18	0.09	0.09	0.09	0.04	1.49	0.44	2.05	0.07	0.2	0.02	0.45	1.29	0	0.04	0	0.04	0.2	0.16	0.04	0	0.09	0.04	0.25	0.2	0.38	0.22	0.11	0	0.25	0.53	0.07	0.38	0.11	0	0	0.04	0.51
"njc28"	0.09	0.02	0.27	0.18	0.04	0.29	0.18	0.36	0.13	0.02	0.07	0.02	0.09	0.29	0.2	0.4	0.49	0.41	0.13	0.38	0.31	0	0.22	0.31	0.07	0.18	0.18	0.13	0.42	0.27	0.04	0.13	0.07	0	0.18	0.16	2.47	0.36	0.07	0.16	0.22	0.33	0.18	0.04	0.09	0.11	0.07	0.07	0.27	0.07	0.07	0.18	0.18	0.11	0.27	0.18	0.07	0.2	0.16	0.13	0.16	0.43	0.22	1.19	0.98	1.6	0.11	0.38	0.49	0.22	0.33	1.07	0	1.25	0.53	0.69	0.87	1.05	0.04	1.16	0.29	0.18	0.07	0.04	0.09	1.92	1.58	1.78	0.33	0.8	0.56	0.49	0.27	0.13	0.78	0	0.27	0.63	0.13	0.11	0.38	0.13	0.22	0.4	0.42	0.94	1.91	1.96	0.18	0.18	0.02	4.94	3.2	0.04	0.27	0.29	0.36	0.64	0.58	0.22	0.07	0.42	0.18	1.18	0.73	0.33	0.13	0.11	0	0.33	0.65	0.38	1.54	2.14	0.07	0.44	0.25	0.45
"njc29"	0	0.44	0.02	0.02	0	0	0	0	0	0	0	0	0	0	0.02	0.02	0	0	0	0	0.02	0	0	0	0	0	0	0.02	0	0	0	0.02	0	0	0	0	0.16	0	0	0	0.02	0.02	0	0	0	0	0.02	0	0.02	0	0	0.02	0	0	0	0.02	0	0.09	0	0.04	0	0	0.04	0	0	0	0	0.02	0	0	0	0	0	0.02	0.02	0.04	0.02	0.02	0	0	0	0	0	1.86	0	0	0	0	0	0	0	0	0	0	0.02	0.25	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0.09	0.11	0	0.07	0	0.09	0.13	0	0	0	0	0	0	0.02	0	0	0	0	0	0.04	0	0	0	0	0	0.02	0	0
