"Taxa"	"hamlet11"	"hamlet17"	"hamlet22"	"hamlet25"	"hamlet31"	"hamlet41"	"hamlet59"	"hamlet67"
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales"	0.146491353437187	0.302714285714286	0.0637963095408382	0.272038862694671	0.189108061749571	0.147841006577066	0.259751393056151	0.698296836982968
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales"	0.255252250964699	0.139571428571429	0.0839650979831212	0.163880554364909	0.352058319039451	0.24435230197312	0.204172024574939	0.0177472448833548
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales"	0.0717450335858225	0.197571428571429	0.0450579316263768	0.344620660094299	0.141938250428816	0.199599656848727	0.163166166595228	0.0563904393874338
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales"	0.108189223953123	0.122142857142857	0.0592189958518095	0.104872124589227	0.127501429388222	0.245639119245067	0.180882983283326	0.0518105052239874
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales"	0.00471630698870945	0.000857142857142857	0.702617651265913	0.000142877553936277	0.0290165809033734	0.0427509293680297	0.062008858408344	0.0034349506225848
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales"	0.0174360440188652	0.152857142857143	0.0263195537119153	0.0758679811401629	0.11349342481418	0.0483271375464684	0.0765823689098443	0.0333476456275941
"k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales"	0.38073460054309	0.000142857142857143	0.000715205263910742	0.00371481640234319	0.00128644939965695	0.0121532742350586	0.020145735105015	0.0011449835408616
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales"	0.00700300128626554	0.0277142857142857	0.00457731368902875	0.0114302043149021	0.024442538593482	0.0231627108950529	0.0105729389912845	0.0704164877629884
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales"	0.00443047020151493	0.0114285714285714	0.00200257473895008	0.0214316330904415	0.0157232704402516	0.0327423505862168	0.00542934704957851	0.0037211965078002
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales"	0	0.0402857142857143	0	0	0	0	0	0.0339201373980249
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales"	0.0035729598399314	0.00471428571428571	0.011586325275354	0.00171453064723532	0.00457404230989137	0.00300257363454389	0.0171453064723532	0.0239015314154859
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales"	0	0	0	0	0	0	0	0.0054386718190926
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales"	0.000428755180791768	0	0.000143041052782148	0.000285755107872553	0.000428816466552316	0.000285959393766085	0.000142877553936277	0
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales"	0	0	0	0	0.00028587764436821	0.000142979696883043	0	0
"k__Bacteria|p__Tenericutes|c__Mollicutes|o__Anaeroplasmatales"	0	0	0	0	0	0	0	0.0002862458852154
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales"	0	0	0	0	0	0	0	0.0001431229426077
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales"	0	0	0	0	0.000142938822184105	0	0	0
