"Taxa"	"charles41"	"charles46"	"charles49"	"charles50"	"charles51"	"charles55"	"charles57"
"k__Bacteria|p__Firmicutes"	0.114023778828248	0.51093325711019	0.432870038687491	0.760972122944961	0.653361945636624	0.625517931133019	0.115593705293276
"k__Bacteria|p__Bacteroidota"	0.642887838418565	0.298556524224668	0.046281702249606	0.117369549678342	0.245207439198856	0.250607229604229	0.726466380543634
"k__Bacteria|p__Proteobacteria"	0.068901303538175	0.1875089323996	0.516549648946841	0.119085060757684	0.086552217453505	0.0212887555365052	0.102288984263233
"k__Bacteria|p__Fusobacteria"	0.169459962756052	0.00100042875518079	0.00358217509671873	0.00114367405289492	0.00586552217453505	0.00700100014287755	0.00257510729613734
"k__Bacteria|p__Actinobacteria"	0.00472711645896003	0.00200085751036158	0.000716435019343746	0.00142959256611866	0.00901287553648069	0.095585083583369	0.0496423462088698
"k__Bacteria|p__Tenericutes"	0	0	0	0	0	0	0.00343347639484979
