"","grogu22","grogu36","grogu37","grogu41","grogu45","grogu50","grogu56","grogu70"
"grogu22",0,0.314277541483391,0.252746987369779,0.297895309243534,0.388464981310931,0.263231170058972,0.229303823251208,0.292004461584522
"grogu36",0.314277541483391,0,0.308860814433134,0.146112558637455,0.362666055726562,0.247611238011127,0.238897667071716,0.253907554422238
"grogu37",0.252746987369779,0.308860814433134,0,0.316546296291893,0.326213209028124,0.250122498107153,0.226341379858396,0.304406391258283
"grogu41",0.297895309243534,0.146112558637455,0.316546296291893,0,0.351377484879109,0.198599778855751,0.247729830711889,0.240370219463494
"grogu45",0.388464981310931,0.362666055726562,0.326213209028124,0.351377484879109,0,0.33040688404242,0.34373719931872,0.291008290242255
"grogu50",0.263231170058972,0.247611238011127,0.250122498107153,0.198599778855751,0.33040688404242,0,0.176281636721419,0.257617873459448
"grogu56",0.229303823251208,0.238897667071716,0.226341379858396,0.247729830711889,0.34373719931872,0.176281636721419,0,0.254859460589648
"grogu70",0.292004461584522,0.253907554422238,0.304406391258283,0.240370219463494,0.291008290242255,0.257617873459448,0.254859460589648,0
