"","ophelia19","ophelia37","ophelia43","ophelia45","ophelia48","ophelia49","ophelia55","ophelia57","ophelia59"
"ophelia19",0,0.468638380420734,0.220776550500594,0.188060614535403,0.199528114391634,0.218273151446728,0.255055535817668,0.210041125749131,0.260539470100422
"ophelia37",0.468638380420734,0,0.369666523963781,0.375791215569807,0.456592990794619,0.449845128904147,0.261069938984176,0.480444991955619,0.260370748483069
"ophelia43",0.220776550500594,0.369666523963781,0,0.0660373389077995,0.30874771622018,0.313629789057482,0.151391499348907,0.335851690026825,0.315030348523809
"ophelia45",0.188060614535403,0.375791215569807,0.0660373389077995,0,0.27682806571034,0.284435314320841,0.139445228088833,0.298164658762303,0.278951299078723
"ophelia48",0.199528114391634,0.456592990794619,0.30874771622018,0.27682806571034,0,0.0405966487625654,0.27875375565404,0.0978029262910393,0.240695800169606
"ophelia49",0.218273151446728,0.449845128904147,0.313629789057482,0.284435314320841,0.0405966487625654,0,0.292006004523652,0.100593305882083,0.23237625018616
"ophelia55",0.255055535817668,0.261069938984176,0.151391499348907,0.139445228088833,0.27875375565404,0.292006004523652,0,0.306743726607081,0.188240930641131
"ophelia57",0.210041125749131,0.480444991955619,0.335851690026825,0.298164658762303,0.0978029262910393,0.100593305882083,0.306743726607081,0,0.249912693849356
"ophelia59",0.260539470100422,0.260370748483069,0.315030348523809,0.278951299078723,0.240695800169606,0.23237625018616,0.188240930641131,0.249912693849356,0
