"ID"	"C1"	"C2"	"C3"	"C4"	"C6"	"C7"	"C8"	"C10"	"C29"	"C30"	"C38"	"C39"	"C42"	"C43"	"C46"	"C48"	"C51"	"C52"	"C55"	"C59"	"C61"	"C65"	"C68"	"C74"	"C75"	"C77"	"C82"	"C86"	"C87"	"C88"	"C89"	"C90"	"C91"	"C92"	"C95"	"C99"	"C103"	"C105"	"C106"	"C107"	"C108"	"C111"	"C113"	"C114"	"C116"	"C117"	"C118"	"C119"	"C120"	"C121"	"C123"	"C125"	"C128"	"C129"	"C137"	"C141"	"C142"	"C143"	"C144"	"C151"	"C152"	"C154"	"C156"	"C157"	"C159"	"C174"	"C177"	"C178"	"C200"	"C201"	"C416"
"njc101"	9.66	14.22	12.11	14.89	24.42	20.55	13.41	14.6	18.95	34.58	24.86	23.35	16.52	18.46	25.64	17.28	23.46	22.49	22.86	18.57	29.42	21.39	24.12	12.39	37.47	14.38	22.96	38.31	13.39	32.19	30.93	32.63	32.56	24.36	24.1	16.77	25.82	14.03	10.53	16.87	20.79	23.75	15.08	16.83	20.1	12.49	15.61	16.57	22.74	24.22	12.74	8.77	17.01	14.26	27.79	25.75	8.58	13.96	18.85	24.64	17.5	28.24	26.03	17.13	23.15	23.48	22.91	9.32	18.73	11.91	14.21
"njc102"	1.31	0.83	0.78	0.33	0.31	2.76	1.43	3.63	2.74	1.84	1.83	1.95	1.5	1.56	1.07	1.58	2.81	1.21	2.7	3.23	0.52	1.39	0.96	0.77	0.85	0.87	1.47	5.91	0.22	3.32	2.76	1.83	1.13	3.55	1.9	0.96	0.47	0.4	1.7	0.72	1.93	1.12	1.08	4.87	0.84	0.82	1.7	1.07	1.98	1.08	0.46	0.43	1.6	1.41	0.09	1.31	3.45	10.3	1.84	2.24	2.9	1.12	0.57	0.49	2.86	0	0	0.03	0.03	0.68	1.21
"njc103"	1.82	1.82	1.37	1.23	1.93	3.74	2.24	3.99	3.27	3.78	3.11	2.63	2.07	2.18	3.14	1.84	3.34	2.45	4.33	3.71	3.72	3.94	3.66	2.19	2.66	2.21	3.49	7.41	1.54	5.81	5.03	4.74	4.36	5.04	3.23	2	3.29	1.35	2.39	1.9	3.15	2.98	1.94	4.28	2.48	1.45	2.57	2.16	2.99	3.26	1.31	1.22	2.44	1.83	2.63	4.34	2.91	8.05	2.57	4.2	2.62	3.02	2.73	1.68	3.99	2.01	1.22	0.83	0.95	0.49	1.9
"njc104"	1.07	0.69	0.58	0.55	0.49	1.5	1.3	3.32	2.2	2.01	2.15	2.11	3.57	3.83	1.96	3.64	4.95	2.75	3.6	3.15	1.52	3.38	2.04	2.92	1.59	2.7	1.96	3.19	3.05	6.68	4.39	3.92	2.59	6.24	3.39	1.34	1.99	2	4.09	1.68	3.46	3.02	2.07	3.43	1.7	2.02	2.47	3.17	2.89	2.5	1.95	2.17	2.2	2.14	1	1.76	2.12	6.53	2.09	2.14	0.89	2.03	0.95	2.58	4.45	0.59	0.45	0.43	0.53	1.45	1.14
"njc105"	0.1	0.03	0.09	0.03	0	0.01	0.03	0	0	0.06	0	0	0.01	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0.12	0.01	0.12	0.04	0.13	0.01	0.09	0.07	0	0.04	0.01	0.03	0.06	0.01	0.07	0.01	0.1	0.35	0.04	0.15	0.1	0.06	0.03	0.01	0	0.03	0.45	0.01	0.33	0	0	0	0.77	0.13	0	0	0.04	0	0	0	0	0	0	0.22
"njc106"	0	0	0	0	0	0	0.01	0	0.01	0	0.01	0	0	0	0	0.01	0.03	0	0	0.03	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0.77	0	0	0	0	0	0	0	0	0	0	0.03	0.59	0
"njc107"	0.1	0.03	0.09	0.03	0	0.01	0.03	0	0	0.06	0	0	0.01	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0.12	0.01	0.12	0.04	0.13	0.01	0.09	0.07	0	0.04	0.01	0.03	0.06	0.01	0.07	0.01	0.1	0.35	0.04	0.15	0.1	0.06	0.03	0.01	0	0.03	0.45	0.01	0.33	0	0	0	0.77	0.13	0	0	0.04	0	0	0	0	0	0	0.22
"njc108"	1.36	0.85	0.81	0.36	0.34	2.91	1.52	3.75	2.94	1.98	2.02	2.28	1.84	1.74	1.21	1.81	3.29	1.27	2.86	3.25	0.53	1.49	1.05	0.84	0.86	0.97	1.61	5.92	0.23	3.56	3.02	2	1.21	3.91	2.48	1.24	0.59	0.46	1.9	0.83	2.05	1.45	1.16	5.34	0.86	0.89	1.92	1.1	2.12	1.11	0.49	0.42	1.68	1.61	0.09	1.39	4.57	12.14	2.01	2.41	3.36	1.22	0.66	0.59	3.03	0	0.03	0.03	0.04	0.68	1.33
"njc109"	0.26	0.06	0.04	0.03	0.09	0.1	0.13	0.03	0.16	0.1	0.17	0.23	0.14	0.13	0.12	0.09	0.2	0.07	0.25	0.04	0.14	0.11	0.07	0.11	0.04	0.1	0.16	0.06	0.03	0.09	0.17	0.23	0.07	0.13	0.23	0.06	0.09	0.06	0.14	0.1	0.22	0.09	0.1	0.66	0.13	0.09	0.07	0.07	0.19	0.1	0.03	0.03	0.11	0.16	0.01	0.06	0.63	1.37	0.03	0.17	0.13	0.01	0.07	0.06	0.13	0.01	0.03	0	0.03	0.67	0.15
"njc110"	0.13	0	0	0	0	0	0	0	0.01	0	0.04	0.09	0.01	0.03	0.01	0	0.01	0	0.03	0	0.04	0.01	0.01	0.03	0.01	0.03	0.01	0	0	0.01	0	0.04	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0.01	0	0	0.21	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0
"njc111"	0.03	0	0	0	0	0	0.04	0	0.06	0.01	0.06	0.06	0.06	0.06	0.01	0.04	0.13	0.01	0.14	0.03	0	0.03	0	0.01	0.01	0.01	0	0.01	0.01	0.04	0.06	0.07	0.01	0.1	0.09	0	0	0	0.1	0.01	0.1	0	0	0.48	0.01	0.03	0.01	0.04	0.1	0	0.01	0	0.04	0.1	0	0.01	0.22	1.15	0	0.01	0.07	0	0	0	0.09	0	0	0	0.03	0.67	0.01
"njc112"	0	0	0	0	0	0	0.01	0	0.01	0	0.01	0	0	0	0	0.01	0.03	0	0	0.03	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0.77	0	0	0	0	0	0	0	0	0	0	0.03	0.59	0
"njc113"	0.1	0.03	0.09	0.03	0	0.01	0.03	0	0	0.06	0	0	0.01	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0.12	0.01	0.12	0.04	0.13	0.01	0.09	0.07	0	0.04	0.01	0.03	0.06	0.01	0.07	0.01	0.1	0.35	0.04	0.15	0.1	0.06	0.03	0.01	0	0.03	0.45	0.01	0.33	0	0	0	0.77	0.13	0	0	0.04	0	0	0	0	0	0	0.22
"njc114"	0.06	0.01	0.01	0.03	0	0.11	0.12	0.19	0.3	0.1	0.2	0.4	0.39	0.25	0.16	0.28	0.61	0.07	0.35	0.1	0.01	0.11	0.1	0.04	0.03	0.12	0.1	0.23	0.03	0.35	0.29	0.23	0.1	0.49	0.65	0.27	0.12	0.04	0.33	0.09	0.27	0.33	0.07	0.94	0.06	0.09	0.22	0.07	0.23	0.07	0.03	0.03	0.13	0.29	0	0.1	1.3	3.11	0.17	0.2	0.54	0.13	0.04	0.07	0.29	0	0	0	0.04	0.67	0.13
"njc115"	0.37	0.13	0.2	0.06	0.04	0.09	0.13	0.01	0.07	0.13	0.16	0.09	0.1	0.07	0.04	0.07	0.17	0.04	0.2	0.04	0.01	0.11	0	0.13	0.01	0.06	0.09	0.16	0.04	0.22	0.17	0.3	0.07	0.2	0.29	0.01	0.12	0.04	0.13	0.12	0.13	0.1	0.1	0.72	0.43	0.09	0.2	0.16	0.2	0.04	0.04	0	0.09	0.59	0.01	0.36	0.33	1.96	0.03	0.83	0.23	0	0.07	0.09	0.1	0.01	0.04	0	0.03	1.29	0.28
"njc116"	0.13	0.06	0.1	0.03	0.03	0.07	0.07	0	0	0.11	0.04	0.01	0.03	0	0.01	0.03	0.03	0.01	0.03	0	0	0.04	0	0.04	0	0	0.06	0.13	0.01	0.13	0.07	0.19	0.03	0.09	0.1	0.01	0.04	0.03	0.03	0.1	0.01	0.07	0.01	0.19	0.36	0.06	0.16	0.1	0.09	0.03	0.03	0	0.04	0.47	0.01	0.35	0.07	0.03	0	0.78	0.15	0	0.06	0.07	0	0	0.03	0	0	0	0.22
"njc117"	7.7	13.22	11.34	14.52	23.98	17.49	11.5	10.73	15.9	32.11	19.79	19.35	11.1	12.71	21.7	13.11	16.29	19.72	19.3	15.3	28.68	19.64	21.56	11.34	36.57	12.94	20.94	32.31	12.66	28.17	27.42	30.18	30.45	20.06	19.8	15	22.98	12.3	6.77	14.93	15.34	21.62	11.61	6.54	18.22	9.79	11.59	14.22	17.82	22.79	10.78	7.59	13.88	11.47	27.68	24.64	4.46	4.1	13.92	21.88	11.21	26.69	25.27	15.74	17.79	23.38	22.81	9.25	16.74	10.14	11.32
"njc118"	0.27	0.66	0.65	0.76	1.79	1.16	0.69	0.72	2.14	2.75	2.55	1.62	1.18	0.72	1.4	0.78	1.71	1.12	1.46	1.81	2.34	1.06	0.93	0.42	5.89	0.47	0.32	5.64	0.45	0.53	0.33	0.36	0.35	0.32	0.17	0.42	0.44	0.26	0.1	0.22	0.13	0.35	0.13	0.09	0.2	0.14	0.13	0.31	0.35	0.27	0.16	0.22	0.3	0.07	0.34	0.23	0.34	0.59	0.32	0.31	0.12	0.16	0.42	0.27	0.55	2.81	3.37	1.2	2.17	1.38	0.18
"njc119"	0.03	0.03	0.01	0	0.03	0.06	0.04	0	0	0.06	0.04	0.01	0.01	0	0.01	0.03	0.03	0.01	0.01	0	0	0.04	0	0.04	0	0	0.06	0.01	0	0.01	0.03	0.06	0.01	0	0.03	0.01	0	0.01	0	0.04	0	0	0	0.09	0.01	0.01	0.01	0	0.03	0	0.01	0	0.01	0.03	0	0.01	0.07	0.03	0	0.01	0.01	0	0.06	0.03	0	0	0.03	0	0	0	0
"njc120"	0.04	0.01	0	0	0.01	0.01	0.06	0.01	0.07	0.01	0.09	0.07	0.07	0.07	0.03	0.04	0.15	0.03	0.17	0.03	0	0.06	0	0.04	0.01	0.03	0.03	0.03	0.03	0.04	0.09	0.1	0.04	0.12	0.1	0	0.07	0.01	0.1	0.01	0.12	0	0.06	0.51	0.07	0.03	0.04	0.06	0.12	0.01	0.01	0	0.04	0.12	0	0.01	0.25	1.93	0.03	0.04	0.09	0	0.01	0.01	0.1	0	0	0	0.03	0.67	0.04
"njc121"	0	0	0	0	0	0	0.01	0	0.01	0	0.01	0	0	0	0	0.01	0.03	0	0	0.03	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0.77	0	0	0	0	0	0	0	0	0	0	0.03	0.59	0
"njc122"	0.03	0	0	0	0	0	0.04	0	0.06	0.01	0.06	0.06	0.06	0.06	0.01	0.04	0.13	0.01	0.14	0.03	0	0.03	0	0.01	0.01	0.01	0	0.01	0.01	0.04	0.06	0.07	0.01	0.1	0.09	0	0	0	0.1	0.01	0.1	0	0	0.48	0.01	0.03	0.01	0.04	0.1	0	0.01	0	0.04	0.1	0	0.01	0.22	1.15	0	0.01	0.07	0	0	0	0.09	0	0	0	0.03	0.67	0.01
"njc123"	1.05	0.7	0.58	0.55	0.5	1.52	1.29	3.33	2.17	2	2.13	2.07	3.53	3.79	1.96	3.61	4.86	2.75	3.48	3.15	1.52	3.38	2.04	2.94	1.58	2.7	1.99	3.21	3.05	6.63	4.36	3.87	2.6	6.15	3.33	1.34	2.06	2.02	3.98	1.67	3.36	3.02	2.13	2.98	1.74	2	2.48	3.14	2.8	2.51	1.93	2.17	2.16	2.06	1	1.76	1.93	6.2	2.12	2.15	0.83	2.03	0.96	2.59	4.38	0.59	0.45	0.43	0.53	1.38	1.15
"njc124"	0.01	0.01	0	0	0.01	0.01	0.01	0.01	0.01	0	0.03	0.01	0.01	0.01	0.01	0	0.01	0.01	0.03	0	0	0.03	0	0.03	0	0.01	0.03	0.01	0.01	0	0.03	0.03	0.03	0.01	0.01	0	0.07	0.01	0	0	0	0	0.06	0.03	0.06	0	0.03	0.01	0.01	0.01	0	0	0	0.01	0	0	0.03	0.05	0.03	0.03	0.01	0	0.01	0.01	0.01	0	0	0	0	0	0.03
"njc125"	7.76	13.26	11.28	14.53	24.01	17.7	11.79	11	16.27	32.2	20.08	19.82	11.52	13	21.89	13.43	16.96	19.81	19.71	15.47	28.7	19.78	21.69	11.43	36.59	13.07	21.07	32.64	12.68	28.52	27.69	30.35	30.61	20.52	20.4	15.36	23.05	12.37	7.2	14.97	15.72	21.94	11.67	7.45	17.98	9.91	11.67	14.25	18.02	22.89	10.89	7.72	14	11.4	27.69	24.45	5.79	7.36	14.12	21.39	11.68	26.85	25.33	15.78	18.13	23.47	22.88	9.29	16.79	10.81	11.28
"njc126"	0.03	0	0	0	0	0	0.04	0	0.06	0.01	0.06	0.06	0.06	0.06	0.01	0.04	0.13	0.01	0.14	0.03	0	0.03	0	0.01	0.01	0.01	0	0.01	0.01	0.04	0.06	0.07	0.01	0.1	0.09	0	0	0	0.1	0.01	0.12	0	0	0.48	0.01	0.03	0.01	0.04	0.1	0	0.01	0	0.04	0.1	0	0.01	0.22	1.89	0	0.01	0.07	0	0	0	0.09	0	0	0	0.03	0.67	0.01
"njc127"	0.04	0.04	0.01	0	0.04	0.07	0.06	0.01	0.01	0.06	0.07	0.03	0.03	0.01	0.03	0.03	0.04	0.03	0.04	0	0	0.07	0	0.07	0	0.01	0.09	0.03	0.01	0.01	0.06	0.09	0.04	0.01	0.04	0.01	0.07	0.03	0	0.04	0	0	0.06	0.12	0.07	0.01	0.04	0.01	0.04	0.01	0.01	0	0.01	0.04	0	0.01	0.1	0.08	0.03	0.04	0.03	0	0.07	0.04	0.01	0	0.03	0	0	0	0.03
"njc128"	0.16	0.03	0.01	0	0.03	0.06	0.04	0	0.01	0.06	0.09	0.1	0.03	0.03	0.03	0.03	0.04	0.01	0.04	0	0.04	0.06	0.01	0.07	0.01	0.03	0.07	0.01	0	0.03	0.03	0.1	0.01	0	0.04	0.01	0	0.01	0	0.04	0	0	0	0.09	0.01	0.01	0.01	0	0.03	0.03	0.01	0	0.01	0.04	0	0.01	0.28	0.18	0	0.01	0.01	0	0.06	0.03	0	0	0.03	0	0	0	0
"njc129"	0	0	0	0	0	0	0.01	0	0.01	0	0.01	0	0	0	0	0.01	0.03	0	0	0.03	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0.77	0	0	0	0	0	0	0	0	0	0	0.03	0.59	0
"njc130"	9.6	14.22	12.18	14.92	24.4	20.51	13.41	14.6	18.95	34.58	24.79	23.25	16.5	18.44	25.61	17.27	23.44	22.47	22.83	18.6	29.37	21.33	24.11	12.32	37.45	14.35	22.89	38.42	13.4	32.27	30.94	32.66	32.56	24.44	24.15	16.76	25.86	14.03	10.56	16.89	20.82	23.82	15.09	16.85	20.43	12.52	15.74	16.67	22.76	24.22	12.74	8.77	17.03	14.66	27.81	26.08	8.3	15.29	18.85	25.4	17.62	28.24	25.98	17.14	23.15	23.48	22.88	9.32	18.76	12.51	14.43
"njc131"	0.03	0.03	0.01	0	0.03	0.06	0.04	0	0	0.06	0.04	0.01	0.01	0	0.01	0.03	0.03	0.01	0.01	0	0	0.04	0	0.04	0	0	0.06	0.01	0	0.01	0.03	0.06	0.01	0	0.03	0.01	0	0.01	0	0.04	0	0	0	0.09	0.01	0.01	0.01	0	0.03	0	0.01	0	0.01	0.03	0	0.01	0.07	0.03	0	0.01	0.01	0	0.06	0.03	0	0	0.03	0	0	0	0
"njc132"	0.1	0.03	0.09	0.03	0	0.01	0.03	0	0	0.06	0	0	0.01	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0.12	0.01	0.12	0.04	0.13	0.01	0.09	0.07	0	0.04	0.01	0.03	0.06	0.01	0.07	0.01	0.1	0.35	0.04	0.15	0.1	0.06	0.03	0.01	0	0.03	0.45	0.01	0.33	0	0	0	0.77	0.13	0	0	0.04	0	0	0	0	0	0	0.22
"njc133"	0	0	0	0	0	0	0.01	0	0.01	0	0.01	0	0	0	0	0.01	0.03	0	0	0.03	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0.77	0	0	0	0	0	0	0	0	0	0	0.03	0.59	0
"njc134"	0.17	0.06	0.12	0.06	0.06	0.06	0.07	0.03	0.09	0.09	0.03	0.07	0.07	0.04	0.07	0.01	0.03	0.04	0.07	0.01	0.1	0.03	0.06	0.03	0.01	0.06	0.09	0.14	0.03	0.13	0.13	0.19	0.06	0.12	0.17	0.04	0.13	0.06	0.07	0.1	0.13	0.16	0.12	0.19	0.45	0.09	0.19	0.13	0.12	0.1	0.01	0.03	0.09	0.46	0.03	0.36	0.12	0.05	0.03	0.92	0.17	0.01	0.01	0.07	0.04	0.01	0	0	0	0	0.35
"njc135"	1.87	1.84	1.42	1.23	1.92	3.81	2.22	4.34	3.52	3.95	3.66	3.07	2.52	2.56	3.39	2.22	4.22	2.79	4.87	3.82	3.78	4.12	3.84	2.25	2.74	2.25	3.59	7.71	1.6	6.18	5.45	5	4.48	5.51	3.75	2.45	3.64	1.43	2.65	2.04	3.51	3.58	2.18	5.22	2.59	1.45	2.86	2.32	3.38	3.45	1.26	1.25	2.66	2.17	2.64	4.72	4.18	11.7	3.54	4.47	3.92	3.15	2.91	1.85	4.46	1.92	1.15	0.79	0.99	1.18	2.12
"njc136"	0.1	0.03	0.09	0.03	0	0.01	0.03	0	0	0.06	0	0	0.01	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0.12	0.01	0.12	0.04	0.13	0.01	0.09	0.07	0	0.04	0.01	0.03	0.06	0.01	0.07	0.01	0.1	0.35	0.04	0.15	0.1	0.06	0.03	0.01	0	0.03	0.45	0.01	0.33	0	0	0	0.77	0.13	0	0	0.04	0	0	0	0	0	0	0.22
"njc137"	9.66	13.18	12.93	14.42	21.46	19.72	12.99	16.41	18.18	31.88	22.68	22.62	17.83	20.63	23.85	19.54	25.37	22.51	22.72	19.33	25.29	20.88	22.31	13.3	31.29	15.2	22.39	33.89	14.66	35.53	32.39	33.46	31.48	28.89	25.66	16.12	24.2	14.75	13.85	17.32	22.57	23.98	16.42	24.6	20.89	13.93	21.98	19.71	25.23	24.06	14.04	9.87	17.88	15.47	25.86	23.91	10.33	20.1	18.91	28.9	30.19	28.17	24.17	18.03	25.44	19.26	18.74	7.74	16.46	16.1	21.26
"njc138"	9.64	14.25	12.19	14.92	24.42	20.56	13.44	14.6	18.96	34.64	24.82	23.28	16.53	18.57	25.66	17.4	23.63	22.5	22.86	18.66	29.37	21.37	24.11	12.36	37.48	14.36	22.95	38.48	13.4	32.35	31.09	32.73	32.62	24.6	24.19	16.79	25.86	14.06	10.65	16.93	20.8	23.88	15.12	16.95	20.46	12.53	15.77	16.7	22.85	24.26	12.77	8.77	17.04	14.71	27.81	26.08	8.58	14.19	18.85	25.44	17.66	28.35	26.05	17.17	23.21	23.48	22.91	9.32	18.73	11.91	14.43
"njc139"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74	0	0	0	0	0	0	0	0	0	0	0	0	0
"njc140"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74	0	0	0	0	0	0	0	0	0	0	0	0	0
"njc141"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74	0	0	0	0	0	0	0	0	0	0	0	0	0
"njc142"	0.03	0.03	0.01	0	0.03	0.06	0.04	0	0	0.06	0.04	0.01	0.01	0	0.01	0.03	0.03	0.01	0.01	0	0	0.04	0	0.04	0	0	0.06	0.01	0	0.01	0.03	0.06	0.01	0	0.03	0.01	0	0.01	0	0.04	0	0	0	0.09	0.01	0.01	0.01	0	0.03	0	0.01	0	0.01	0.03	0	0.01	0.07	0.03	0	0.01	0.01	0	0.06	0.03	0	0	0.03	0	0	0	0
"njc143"	0.13	0	0	0	0	0	0	0	0.01	0	0.04	0.09	0.01	0.03	0.01	0	0.01	0	0.03	0	0.04	0.01	0.01	0.03	0.01	0.03	0.01	0	0	0.01	0	0.04	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0.01	0	0	0.21	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0
"njc144"	9.15	14.09	12.08	14.85	24.4	20.35	13	14.4	18.76	33.98	21.76	21.49	12.69	14.36	22.89	14.73	19.19	21	22.11	18.54	29.34	21.14	22.6	12.24	37.44	13.91	22.6	38.17	12.9	31.42	30.28	32.07	31.65	23.56	21.79	16.02	23.57	12.76	8.48	15.68	17.37	22.76	12.84	11.51	18.88	10.62	13.23	15.24	19.84	23.96	11.24	8.05	15.52	12.51	27.76	25.66	8.34	14.67	15.81	23.54	14.05	27.82	25.93	16.25	20.7	23.4	22.84	9.28	16.77	10.82	12.47
"njc145"	0.03	0.03	0.01	0	0.03	0.06	0.04	0	0	0.06	0.04	0.01	0.01	0	0.01	0.03	0.03	0.01	0.01	0	0	0.04	0	0.04	0	0	0.06	0.01	0	0.01	0.03	0.06	0.01	0	0.03	0.01	0	0.01	0	0.04	0	0	0	0.09	0.01	0.01	0.01	0	0.03	0	0.01	0	0.01	0.03	0	0.01	0.07	0.03	0	0.01	0.01	0	0.06	0.03	0	0	0.03	0	0	0	0
"njc146"	0.13	0.06	0.1	0.03	0.03	0.07	0.09	0	0.01	0.11	0.06	0.01	0.03	0	0.01	0.04	0.06	0.01	0.03	0.03	0	0.04	0	0.04	0	0	0.06	0.14	0.01	0.13	0.07	0.19	0.03	0.09	0.12	0.01	0.04	0.03	0.03	0.1	0.01	0.07	0.01	0.19	0.36	0.06	0.16	0.1	0.09	0.03	0.03	0	0.04	0.47	0.01	0.36	0.07	0.8	0	0.78	0.15	0	0.06	0.07	0	0	0.03	0	0.03	0.59	0.22
"njc147"	0.1	0.03	0.09	0.03	0	0.01	0.03	0	0	0.06	0	0	0.01	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0.12	0.01	0.12	0.04	0.13	0.01	0.09	0.07	0	0.04	0.01	0.03	0.06	0.01	0.07	0.01	0.1	0.35	0.04	0.15	0.1	0.06	0.03	0.01	0	0.03	0.45	0.01	0.33	0	0	0	0.77	0.13	0	0	0.04	0	0	0	0	0	0	0.22
"njc148"	0.06	0.03	0.01	0	0.03	0.06	0.09	0	0.06	0.07	0.1	0.07	0.07	0.06	0.03	0.07	0.16	0.03	0.16	0.03	0	0.07	0	0.06	0.01	0.01	0.06	0.03	0.01	0.06	0.09	0.13	0.03	0.1	0.12	0.01	0	0.01	0.1	0.06	0.1	0	0	0.57	0.03	0.04	0.03	0.04	0.13	0	0.03	0	0.06	0.13	0	0.03	0.3	1.18	0	0.03	0.09	0	0.06	0.03	0.09	0	0.03	0	0.03	0.67	0.01
"njc149"	0.3	0.09	0.19	0.06	0	0.01	0.03	0	0	0.06	0.03	0	0.01	0	0	0	0	0	0.01	0.01	0.01	0.01	0	0.04	0	0.03	0	0.12	0.01	0.16	0.06	0.14	0.01	0.09	0.16	0	0.04	0.01	0.03	0.06	0.01	0.1	0.04	0.12	0.35	0.04	0.15	0.1	0.06	0.03	0.01	0	0.03	0.45	0.01	0.33	0	0	0	0.77	0.13	0	0	0.04	0	0.01	0.01	0	0	0.62	0.23
"njc150"	1.28	0.83	0.78	0.33	0.31	2.76	1.4	3.63	2.69	1.83	1.79	1.89	1.44	1.5	1.05	1.55	2.71	1.19	2.56	3.23	0.52	1.36	0.96	0.76	0.83	0.86	1.47	5.91	0.2	3.28	2.7	1.76	1.11	3.44	1.83	0.96	0.47	0.4	1.59	0.7	1.83	1.12	1.08	4.38	0.82	0.79	1.68	1.03	1.88	1.08	0.45	0.43	1.55	1.31	0.09	1.31	3.22	9.92	1.84	2.22	2.82	1.12	0.57	0.49	2.77	0	0	0.03	0.03	0.61	1.2
"njc151"	0.13	0	0	0	0	0	0	0	0.01	0	0.04	0.09	0.01	0.03	0.01	0	0.01	0	0.03	0	0.04	0.01	0.01	0.03	0.01	0.03	0.01	0	0	0.01	0	0.04	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0.01	0	0	0.21	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0
"njc152"	0.01	0.01	0	0	0.01	0.01	0.01	0.01	0.01	0	0.03	0.01	0.01	0.01	0.01	0	0.01	0.01	0.03	0	0	0.03	0	0.03	0	0.01	0.03	0.01	0.01	0	0.03	0.03	0.03	0.01	0.01	0	0.07	0.01	0	0	0	0	0.06	0.03	0.06	0	0.03	0.01	0.01	0.01	0	0	0	0.01	0	0	0.03	0.05	0.03	0.03	0.01	0	0.01	0.01	0.01	0	0	0	0	0	0.03
"njc153"	0	0	0	0	0	0	0.01	0	0.01	0	0.01	0	0	0	0	0.01	0.03	0	0	0.03	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0.01	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	1.51	0	0	0	0	0	0	0	0	0	0	0.03	0.59	0
"njc154"	0.1	0.03	0.09	0.03	0	0.01	0.04	0	0.01	0.06	0.01	0	0.01	0	0	0.01	0.03	0	0.01	0.03	0	0	0	0	0	0	0	0.13	0.01	0.12	0.04	0.13	0.01	0.09	0.09	0	0.04	0.01	0.03	0.06	0.03	0.07	0.01	0.1	0.35	0.04	0.15	0.1	0.06	0.03	0.01	0	0.03	0.45	0.01	0.35	0	1.51	0	0.77	0.13	0	0	0.04	0	0	0	0	0.03	0.59	0.22
"njc155"	0.13	0.04	0.01	0.01	0.04	0.1	0.23	0.03	0.09	0.06	0.17	0.11	0.12	0.1	0.04	0.06	0.17	0.03	0.2	0.04	0	0.06	0.01	0.09	0.01	0.04	0.04	0.03	0.03	0.07	0.12	0.13	0.1	0.14	0.12	0.07	0.07	0.06	0.22	0.03	0.16	0.06	0.06	0.51	0.09	0.1	0.04	0.12	0.13	0.03	0.12	0.09	0.04	0.19	0.03	0.03	0.66	1.6	0.06	0.09	0.13	0	0.01	0.03	0.13	0.09	0.07	0.04	0.04	0.67	0.09
