"Taxa"	"warble_1"	"warble_2"	"warble_3"	"warble_4"	"warble_6"	"warble_7"	"warble_9"	"warble_10"	"warble_12"	"warble_14"	"warble_15"	"warble_20"	"warble_33"	"warble_42"	"warble_43"	"warble_45"	"warble_49"	"warble_50"	"warble_52"	"warble_53"	"warble_54"	"warble_57"	"warble_58"	"warble_60"	"warble_63"	"warble_68"	"warble_69"	"warble_73"	"warble_80"	"warble_83"	"warble_84"	"warble_85"	"warble_87"	"warble_88"	"warble_89"	"warble_90"	"warble_93"	"warble_94"	"warble_95"	"warble_96"	"warble_97"	"warble_100"	"warble_101"	"warble_103"	"warble_104"	"warble_106"	"warble_107"	"warble_108"	"warble_109"	"warble_110"	"warble_111"	"warble_112"	"warble_114"	"warble_117"	"warble_118"	"warble_119"	"warble_120"	"warble_121"	"warble_122"	"warble_123"	"warble_125"	"warble_126"	"warble_127"	"warble_135"	"warble_136"	"warble_137"	"warble_139"	"warble_140"	"warble_141"	"warble_144"	"warble_145"	"warble_147"	"warble_148"	"warble_149"	"warble_150"	"warble_151"	"warble_152"	"warble_153"	"warble_154"	"warble_157"	"warble_158"	"warble_159"	"warble_161"	"warble_162"	"warble_164"	"warble_170"	"warble_173"	"warble_178"	"warble_180"	"warble_181"	"warble_185"	"warble_187"	"warble_188"	"warble_189"	"warble_191"	"warble_192"	"warble_197"	"warble_200"	"warble_202"	"warble_221"	"warble_222"	"warble_224"	"warble_225"	"warble_227"	"warble_228"	"warble_229"	"warble_230"	"warble_232"	"warble_234"	"warble_236"	"warble_240"	"warble_243"	"warble_245"	"warble_247"	"warble_250"	"warble_251"	"warble_257"	"warble_262"	"warble_263"	"warble_265"	"warble_269"	"warble_272"	"warble_280"	"warble_282"	"warble_283"	"warble_286"	"warble_292"	"warble_293"	"warble_296"	"warble_307"	"warble_308"	"warble_310"	"warble_315"	"warble_318"	"warble_319"	"warble_324"	"warble_325"	"warble_326"
"Metabolism"	0.7291006873643	0.734161230068074	0.72489882604711	0.736948792322789	0.751253773946488	0.736795388790637	0.729026529986712	0.720160499587022	0.728519517832736	0.748969038210761	0.738146196990253	0.742876475955046	0.733998812243196	0.732152058432452	0.744771416129796	0.72996914188169	0.730999953935674	0.739804418433484	0.745767282142995	0.74469704670431	0.740990446058871	0.757329450733809	0.740192163952233	0.729444306899606	0.739976408610215	0.729843642756008	0.734821677423235	0.747618662371279	0.732340051498392	0.730257150810028	0.736344316445431	0.729955185139941	0.743066591523351	0.749710451591149	0.734216338249664	0.732676502297172	0.720389846674585	0.737783706054081	0.758238851786547	0.742378684482839	0.73547646009994	0.750311407548393	0.738510245588107	0.760916133995776	0.735221794296363	0.737096032474627	0.733992257929244	0.748432862661924	0.731558427795117	0.742859274672767	0.73370428051546	0.732948314732938	0.724579538333519	0.740229138404935	0.735519194046903	0.731233523745035	0.740387602579006	0.723284557208585	0.736561327986324	0.727852563456024	0.739563986219149	0.765393792480787	0.736007814425733	0.713189976850415	0.705069613639302	0.713944950089955	0.731125704552751	0.722616230533974	0.717412536766466	0.726755378279095	0.720857809680435	0.72477194872644	0.739050202207293	0.718222603807568	0.727981692851738	0.724886172887112	0.708553286581089	0.708565139383338	0.741036599969708	0.724721936216267	0.73562001615676	0.736089458849222	0.736693700242197	0.711304170510413	0.730304770623311	0.711610961456256	0.722905009052767	0.702995463299407	0.725978657611856	0.722247191505182	0.722975832988832	0.715756252509962	0.735793039300802	0.734485289775897	0.718986670926501	0.723350132671148	0.727547693578259	0.715825785958449	0.730570771203504	0.747424964183317	0.72992526621728	0.742952972955383	0.758961144743741	0.735488849156018	0.726297272757003	0.731456784521519	0.72327522943731	0.727720556431054	0.717976571870091	0.728590756125268	0.764934419764497	0.723201273426845	0.713568020309013	0.729590505949073	0.723549874930773	0.720538424389002	0.719739552141699	0.723530523252719	0.733072015030926	0.727325072862808	0.741831687361303	0.729234192452789	0.732256227204816	0.719319492168585	0.71853204567621	0.716154760488726	0.728688386611216	0.742367936526397	0.748193597491331	0.732646169010239	0.732576394211167	0.730425502208635	0.730939016949139	0.731426146294185	0.741685380285376	0.741198320983063	0.73257838491649	0.7361757424278
"Environmental Information Processing"	0.107918166347047	0.111841384449794	0.109714583775928	0.098075408697054	0.0949395923022646	0.104322393303244	0.109610192654112	0.120509575534024	0.112431608962506	0.0952625963232796	0.0918271328862769	0.0981871116125147	0.0976391474385758	0.0967345956703453	0.0995542185587293	0.114348117054052	0.095492933478712	0.10631465891967	0.0918768726525267	0.10209353512226	0.10003496786499	0.092608516529212	0.103597492311296	0.103845997125044	0.0985344328628685	0.0959295595540665	0.0956217871798002	0.0930879255244077	0.106042095133598	0.101686429107463	0.0973230245130874	0.111643245814793	0.105508939307679	0.101200914263604	0.103109064787837	0.10959887488761	0.126080000444792	0.108668483826752	0.096510563764521	0.101480150708971	0.103871180336196	0.0994227476051238	0.0992065709103836	0.09155349204695	0.107550242814654	0.103739288216908	0.090566057522895	0.0912296357455781	0.0986141803058536	0.10459518041434	0.100155924713856	0.0965939523243623	0.102147679583326	0.0921627635812799	0.0953907212575633	0.0911956376278289	0.0900902422525636	0.12074556076414	0.101568327874272	0.0951492865298803	0.0990720492946527	0.088629212505559	0.116865892473817	0.120233036863708	0.136804760225763	0.123782927000762	0.114542535739316	0.120487657066284	0.127729729031879	0.115318114648541	0.121011989434062	0.116369078704981	0.0911262855224814	0.126780270772075	0.110522172704072	0.104826981410682	0.128593615170898	0.133195570791777	0.0979486687216359	0.121041858060489	0.112978187501718	0.115708280428993	0.101267536121705	0.131557418428121	0.105626275335	0.123634132831947	0.109687791722136	0.141539205037344	0.122205324072372	0.117924836152074	0.11578696247183	0.131275047112218	0.106831625247158	0.117019853113041	0.122220137549681	0.129448884586519	0.112629316752286	0.12434352604906	0.116733374075675	0.0931996179233136	0.126607131364826	0.103751952722284	0.0994038982228694	0.110620655629215	0.117007820796919	0.108180432128548	0.120607866639174	0.112890299425865	0.120186528602256	0.106103436887037	0.0984245089425885	0.131288297927643	0.131377660529592	0.127345908538451	0.111638409756264	0.131928659251175	0.129840476559387	0.114943326626791	0.115387302963345	0.126471052031481	0.102100673409332	0.104098163825387	0.111661386221419	0.125700517487749	0.124485602138933	0.12337535140131	0.117125361446513	0.109031783727383	0.102742000559131	0.126949096812563	0.112731924885318	0.113321142144443	0.107820689003807	0.118494320203186	0.0976112928300191	0.0985559638086642	0.119010750887935	0.104952472069153
"Cellular Processes"	0.0613216496160716	0.0585732860725934	0.0626211553101971	0.0598662326016248	0.0531468935579178	0.0587580405117652	0.0608591463998076	0.0636113850078022	0.0614487722113532	0.0535505973102791	0.0584585595014767	0.0561673365906865	0.0596956626893959	0.0604229039124004	0.05505993505574	0.061007307609568	0.0605806031920998	0.0569403964368409	0.0551600435215133	0.0556002356791532	0.056238920412398	0.050188445443751	0.0574839187273338	0.0616765731128628	0.056748556023104	0.0614667180715648	0.0598327984687706	0.0551416417477024	0.0613569121363397	0.0613114847911744	0.0584063467122759	0.0601347577952142	0.0548674731743182	0.0529109794313228	0.0597627577918207	0.0599670662934503	0.0646019075963245	0.0562700561778245	0.0492124090799641	0.0555383019309352	0.0608987489615989	0.0524464452001208	0.0569239346428382	0.0532140390741275	0.0586291210629541	0.0581639517608937	0.0597696581071336	0.0546056300158539	0.0604785407527047	0.0553506124100698	0.0599703322735533	0.0603251740328134	0.0630875839440425	0.0572576124649211	0.0593341054685217	0.0613176062457906	0.0577472135185402	0.0632699040157856	0.0584027273587288	0.0621630169511147	0.0580390849971684	0.0525141231737971	0.0583170366534079	0.0692763583503437	0.0716069166422718	0.0673901405809006	0.0612575325418029	0.0630796875002909	0.0650902615421869	0.0615698305236003	0.0629628297269726	0.0675910707919349	0.0584685122765211	0.065132824690017	0.0600435774153129	0.062089025758824	0.0653460255606239	0.0703841901116904	0.0570932675256676	0.0632599030593664	0.0588317292480614	0.0584148302429779	0.058473838821004	0.0701391098050869	0.0634792271729437	0.074955908004231	0.0651371213698326	0.070418248612921	0.0611680072102958	0.0643516817257993	0.0634165299949767	0.0667552207877813	0.0601128003045711	0.0583005747374613	0.0627559809167003	0.0617987914190679	0.0610336894284899	0.064934004688212	0.0603559085718104	0.0552555320448644	0.0552834852798362	0.0551634279006923	0.0570515009284023	0.057883099427116	0.0599924298778967	0.0607591225238428	0.0644913320830444	0.0639502058160491	0.0670015166376182	0.0618352222842315	0.0510917872968498	0.0592040313833701	0.0667077974125003	0.06172111957374	0.0621571303340879	0.0632491914648545	0.0636067769261515	0.0632157804052932	0.0598238040793274	0.0607411745157676	0.0562987220206818	0.0619719711525235	0.0613677985293927	0.0649343139430105	0.0634086961545149	0.0697532285331174	0.0635503906043113	0.0569637282726238	0.0547580095276271	0.0589033794868076	0.0596523455296421	0.0631904143912627	0.0623184160363499	0.0591115515354075	0.0580211949714914	0.0565693522058469	0.0590781276312892	0.0584854948410486
"Genetic Information Processing"	0.0585676994824666	0.0527691384328702	0.0593095775910021	0.0604641787167379	0.0603551156281512	0.0581193399397583	0.058358371423867	0.0541082765843492	0.0562872106206684	0.0611135869210566	0.0664728029277576	0.0608748283629394	0.0641120373457664	0.065449698742827	0.0587574736291513	0.0538731118970855	0.0665266624000694	0.0559863132890388	0.0642351363770499	0.056850537142153	0.0604422770159622	0.0600622438070443	0.0576647202380189	0.0597443314853228	0.0616236213216678	0.0669359221728161	0.0644618177221093	0.0620222128949959	0.0576982627636406	0.062685447879948	0.0640440699570042	0.0554592072356873	0.0557844962586402	0.0574209525283229	0.0599893109296115	0.0579211251837051	0.046044609649541	0.0544796368463975	0.0580564873480936	0.0586003517645783	0.0548225327588143	0.0571242149022837	0.0618932424643292	0.0508951214134237	0.0576510152248269	0.0593163040306704	0.0688198087045458	0.0631176964175176	0.0644762126785388	0.0565385799830929	0.0614496326240026	0.0647413031982619	0.0644083982995265	0.0661173431908004	0.0651975640585037	0.0689830829548945	0.0663755688733224	0.0474121964997504	0.0611450505047239	0.067872747807881	0.0608838780776561	0.0489078462257107	0.0424455722895723	0.0533776967991002	0.0452051869688874	0.0525007486226764	0.0534299307559729	0.0513465539941714	0.0480683890076887	0.0549385835256452	0.0533719821139698	0.0479629984723517	0.0662433438678788	0.047152466892432	0.0585259311502364	0.0625632032845379	0.0539896035410523	0.046294707439396	0.0586663737098987	0.0482716416100427	0.0519903967674055	0.0492952382133375	0.0613262077655991	0.0419152075166983	0.05600872123471	0.044453405975971	0.0561498320742658	0.045902558622885	0.0510530361103934	0.0524502774902656	0.0551553573839335	0.0465242301576953	0.050441192783856	0.0514576854891995	0.0544646021399053	0.0389512243017124	0.055594455184089	0.0527119442279159	0.0502078194623644	0.0615422608838599	0.0496790422419195	0.057566126655253	0.0417318396766968	0.0541954507987829	0.054370815354176	0.0557651940833984	0.0489340807478916	0.0504403150783635	0.0500888304429023	0.0589818204992877	0.0406001744899604	0.0469034894802357	0.0483400876631194	0.0352399359731338	0.0592512195165158	0.0367560553036125	0.0416745680676713	0.0558582766093972	0.0516246831859554	0.0436427341289657	0.0584941482350171	0.0603239191663821	0.0538986317207907	0.0493743108773262	0.0531493548368456	0.0477598834998956	0.0509057558733764	0.0516825065454595	0.0557337950199352	0.0397034367202971	0.0541997676560058	0.0498770193396902	0.0548372748822338	0.0497957153575916	0.0588008754792712	0.0607143355107243	0.045610951362517	0.0576863762849405
"Human Diseases"	0.0313731980882433	0.0314486040304281	0.031402613555721	0.0318688873371709	0.0291682665805639	0.0296782100534477	0.0301852626488743	0.029528768656348	0.0296090806089499	0.0294836729679454	0.0327986594067965	0.029994646438544	0.0323400031989893	0.0327893504741459	0.0304400291971147	0.0295145487730174	0.0334096139338683	0.0294257572592295	0.0310465959750915	0.0292301660972711	0.0305471024061382	0.0286871519679776	0.029096063798887	0.0329961273447676	0.0312537930500177	0.0332765167073155	0.0326642846385033	0.0300818821671107	0.0307794449430473	0.0318734184619829	0.0319721664393549	0.0314554113537671	0.029617246858395	0.0278189495251453	0.030965889545393	0.0288246700653084	0.0315233332429047	0.031219933710159	0.0274031618141367	0.0300156940663467	0.0323666646908302	0.0289892690575812	0.0313615720583934	0.0309999202738392	0.0297921886303189	0.0300513321833577	0.034062090519133	0.0306962997126141	0.0325485283592796	0.0295265253799632	0.0326046457101426	0.0329683598344515	0.0332401883060679	0.0320810590780562	0.0324173616754125	0.0344501473722388	0.033031390541318	0.034239444550008	0.0305343391991437	0.0341763492539385	0.0307873546249406	0.0314866906713081	0.0352913618592331	0.0316627622125166	0.029268493553075	0.030469185052356	0.028793368217642	0.0308579318972295	0.029802527913816	0.02965419616525	0.0298303678441587	0.0298999803864006	0.0327758060104276	0.0302955295496272	0.0306373148371532	0.0326195247439108	0.0310495760933714	0.029216417948723	0.0336627373703527	0.0293183500210891	0.0291023949973378	0.0293860713564999	0.0304748782571719	0.0354275067301137	0.0325552498907038	0.0317282957006057	0.0328702502180067	0.0276284692333206	0.0287043980902508	0.0304442263277795	0.030313413922494	0.0284974206522722	0.0335757617665373	0.0277346628757235	0.0294027259591029	0.0363712201448554	0.0313692937654341	0.0304600211380712	0.030275179866036	0.030656101468825	0.0276302618527483	0.0291955487319041	0.0300524877444857	0.0298539025274522	0.0307164969989502	0.0308344632579617	0.030975388021741	0.0313190683769475	0.0327643945237607	0.0322511926399657	0.0329115234911525	0.0292074266895483	0.0289784933159845	0.0356444038055052	0.031455388177506	0.0371247489895324	0.0348025895573489	0.0307059499217179	0.0288355670339864	0.031422006643195	0.0295853053812005	0.0319802519774323	0.0292074897595648	0.0293101146954809	0.0286708007549507	0.0311806428647067	0.0282965514424399	0.0285863222341822	0.0278203033640269	0.0317184693987432	0.0289454604991442	0.031581349577485	0.0315314923607656	0.0299365438679123	0.032053177148637	0.0311356342191407	0.033070643506989	0.0310250268170304
"Organismal Systems"	0.0117185991018714	0.0112063569462406	0.0120532437200419	0.0127765003246237	0.0111363579846148	0.0123266274011473	0.0119604968866271	0.0120814946304544	0.0117038097637865	0.0116205082666788	0.0122966482874393	0.0118996010402696	0.0122143370840764	0.0124513927678297	0.0114169274294688	0.0112877727845865	0.0129902330595769	0.0115284556617366	0.0119140693308236	0.0115284792548525	0.011746286241641	0.0111241915182058	0.0119656409722309	0.0122926640323971	0.0118631881321268	0.0125476407382286	0.0125976345675813	0.0120476752945043	0.0117832335249823	0.0121860689494029	0.0119100759328466	0.0113521926605974	0.011155252877617	0.0109377526604557	0.0119566386956743	0.0110117612727538	0.0113603023918525	0.0115781833847861	0.0105785262067376	0.0119868170463292	0.0125644131526211	0.0117059156864974	0.0121044343359491	0.0124212931958838	0.0111556379708833	0.0116330913335429	0.0127901272170486	0.0119178754465125	0.0123241101085068	0.0111298271397673	0.0121151841629849	0.0124228958771727	0.0125366115335185	0.012152083280008	0.0121410534930958	0.0128200020542125	0.0123679822352495	0.0110483369617308	0.011788227076807	0.0127860360011611	0.0116536467864335	0.0130683349428382	0.0110723222982364	0.0122601689239163	0.0120450289707001	0.0119120486533507	0.010850928192515	0.0116119390080509	0.0118965557379635	0.0117638968578689	0.0119650212004016	0.0134049229178923	0.0123358501153975	0.0124163042882808	0.0122893110414873	0.0130150919149334	0.0124678930529657	0.012343974325075	0.0115923527027373	0.0133863110327461	0.0114772753287168	0.0111061209089697	0.0117638387923235	0.00965658700956766	0.0120257557433316	0.0136172960309899	0.0132499955629923	0.0115160551941228	0.0108905769048317	0.0125817867988999	0.0123519032379345	0.0111918287800711	0.0132455805970753	0.0110019340086776	0.0121698825081097	0.0100797468766971	0.0118255512914421	0.0117247179382915	0.01185694682061	0.0119215234958202	0.0108748130433904	0.0113699710344839	0.012799128683805	0.0119580424614153	0.0116151642150547	0.0130040034847302	0.0117161030708397	0.0136795548717205	0.0119821579233715	0.0122375715642104	0.0120375860149516	0.0101954810923577	0.0110279407697909	0.0104581261600966	0.0119479772848527	0.0104029206018234	0.0103360367477426	0.0117461431840824	0.0112566277064597	0.0103979598177833	0.0116894635924654	0.0123915014254854	0.0116084665640164	0.0113612508278474	0.0117535004385459	0.0117761332122444	0.011433554022143	0.0113677226939546	0.0107522940379484	0.0100794485713505	0.0118941072187232	0.0116045723384839	0.0125531107677052	0.0112357227417175	0.0118280792852053	0.0118263932725608	0.0106511416947802	0.0116748875600268
