"","charles41","charles46","charles49","charles50","charles51","charles55","charles57"
"charles41",0,0.736580180955846,0.578099395415733,0.553677806644602,0.558835317450602,0.644648815697589,0.745742738703767
"charles46",0.736580180955846,0,0.750581079345771,0.565576456555993,0.517678836167038,0.423663870703863,0.508493633996412
"charles49",0.578099395415733,0.750581079345771,0,0.469235072041348,0.543212616039148,0.567928043756618,0.66840471453349
"charles50",0.553677806644602,0.565576456555993,0.469235072041348,0,0.207641327082665,0.433231965697067,0.556330151900065
"charles51",0.558835317450602,0.517678836167038,0.543212616039148,0.207641327082665,0,0.393409628572514,0.522824973449055
"charles55",0.644648815697589,0.423663870703863,0.567928043756618,0.433231965697067,0.393409628572514,0,0.435753586890438
"charles57",0.745742738703767,0.508493633996412,0.66840471453349,0.556330151900065,0.522824973449055,0.435753586890438,0
